model,query_id,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,expected_rank,top1_correct,hit@1,hit@5,hit@10,mrr@10,ndcg@10,map@10,recall@10,top10_materials,top10_scores
google/embeddinggemma-300m,10,IfcBeam	JOIST Beton,Tiefbaubeton,Tiefbaubeton,1,Bohrpfahlbeton,0.644722,8,False,0.000000,0.000000,1.000000,0.125000,0.315465,0.125000,1.000000,Bohrpfahlbeton | Glasfaserbeton | Magerbeton | Betonfertigteil normalfest | Hartbeton einschichtig | Betonziegel | Betonfertigteil hochfest | Tiefbaubeton | Hartbeton zweischichtig | Faserzementplatte,0.644722 | 0.623200 | 0.619180 | 0.614830 | 0.610007 | 0.605920 | 0.605314 | 0.590057 | 0.565121 | 0.528344
google/embeddinggemma-300m,11,IfcBeam	PIERCAP Beton,Tiefbaubeton,Tiefbaubeton,1,Bohrpfahlbeton,0.644178,6,False,0.000000,0.000000,1.000000,0.166667,0.356207,0.166667,1.000000,Bohrpfahlbeton | Magerbeton | Glasfaserbeton | Betonziegel | Hartbeton einschichtig | Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Hartbeton zweischichtig | Faserzementplatte,0.644178 | 0.620361 | 0.617255 | 0.613791 | 0.597488 | 0.591362 | 0.575560 | 0.569353 | 0.556235 | 0.520366
google/embeddinggemma-300m,12,IfcBeam	SPANDREL Beton,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.610568,8,False,0.000000,0.000000,1.000000,0.125000,0.315465,0.125000,1.000000,Betonziegel | Bohrpfahlbeton | Magerbeton | Glasfaserbeton | Hartbeton einschichtig | Betonfertigteil normalfest | Betonfertigteil hochfest | Tiefbaubeton | Hartbeton zweischichtig | Baugrubensicherung Spundwand auskragend,0.610568 | 0.608701 | 0.604013 | 0.594567 | 0.583955 | 0.571784 | 0.556528 | 0.551242 | 0.543386 | 0.514833
google/embeddinggemma-300m,13,IfcBeam	T_BEAM Beton,Tiefbaubeton,Tiefbaubeton,1,Bohrpfahlbeton,0.635178,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,Bohrpfahlbeton | Hartbeton einschichtig | Tiefbaubeton | Glasfaserbeton | Magerbeton | Betonziegel | Betonfertigteil normalfest | Betonfertigteil hochfest | Hartbeton zweischichtig | Tiefgründung Vorgefertigter Betonpfahl,0.635178 | 0.625953 | 0.619352 | 0.608522 | 0.607291 | 0.604162 | 0.585663 | 0.579806 | 0.574086 | 0.524270
google/embeddinggemma-300m,14,IfcBearing CYLINDRICAL S235JR,Stahlblech verzinkt,Stahlblech verzinkt,1,Gusseisen,0.442473,16,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gusseisen | Faserzementplatte | Furniersperrholz | Hartfaserplatte | Baugrubensicherung Bohrpfahlwand gespriesst | Dichtungsbahn bituminös | Baugrubensicherung Spundwand auskragend | Polyurethan PUR PIR | Baugrubensicherung Rühlwand auskragend | Phenolharz PF,0.442473 | 0.406699 | 0.395622 | 0.394776 | 0.389527 | 0.386616 | 0.384085 | 0.383471 | 0.383143 | 0.382594
google/embeddinggemma-300m,15,IfcBearing CYLINDRICAL Stahl,Stahlblech verzinkt,Stahlblech verzinkt,1,Armierungsstahl,0.667096,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Armierungsstahl | Stahlblech verzinkt | Chromstahlblech verzinnt | Chromnickelstahlblech verzinnt | Stahlblech blank | Stahlprofil blank | Chromnickelstahlblech blank | Chromstahlblech blank | Hartfaserplatte | Gusseisen,0.667096 | 0.660206 | 0.614694 | 0.599428 | 0.595791 | 0.591012 | 0.567261 | 0.552910 | 0.542052 | 0.538274
google/embeddinggemma-300m,16,IfcBearing DISK Elastomer,Dichtungsbahn Gummi EPDM,Dichtungsbahn Gummi EPDM,1,Hartfaserplatte,0.570095,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,Hartfaserplatte | Faserzementplatte | Dichtungsbahn Gummi EPDM | Glasfaserbeton | Kautschukdichtungsmasse | Gipsfaserplatte | Bitumenemulsion | Heissbitumen | Gusseisen | Betonziegel,0.570095 | 0.567218 | 0.545594 | 0.534263 | 0.516238 | 0.513762 | 0.509091 | 0.506994 | 0.500996 | 0.494989
google/embeddinggemma-300m,17,IfcBearing ELASTOMERIC Elastomer,Dichtungsbahn Gummi EPDM,Dichtungsbahn Gummi EPDM,1,Dichtungsbahn Gummi EPDM,0.593530,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Dichtungsbahn Gummi EPDM | Bitumenemulsion | Kautschukdichtungsmasse | Heissbitumen | Glasfaserbeton | Polyethylen PE | Polyurethan PUR PIR | Gusseisen | Polyethylenvlies PE | Dichtungsbahn Polyolefin FPO,0.593530 | 0.558921 | 0.537016 | 0.532251 | 0.526230 | 0.525892 | 0.523059 | 0.521247 | 0.512238 | 0.510972
google/embeddinggemma-300m,18,IfcBearing GUIDE PTFE,Polyethylen PE,Polyethylen PE,1,Dichtungsbahn Polyolefin FPO,0.531826,5,False,0.000000,1.000000,1.000000,0.200000,0.386853,0.200000,1.000000,Dichtungsbahn Polyolefin FPO | Gusseisen | Hartfaserplatte | Dichtungsbahn Gummi EPDM | Polyethylen PE | Blei | Faserzementplatte | Polyethylenvlies PE | Phenolharz PF | Dichtungsbahn bituminös,0.531826 | 0.515905 | 0.504479 | 0.502990 | 0.501009 | 0.500457 | 0.499377 | 0.484714 | 0.482646 | 0.476666
google/embeddinggemma-300m,19,IfcBearing GUIDE Polytetrafluoroethylene,Polyethylen PE,Polyethylen PE,1,Polyethylen PE,0.549722,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Polyethylen PE | Dichtungsbahn Polyolefin FPO | Polyethylenfolie PE | Polyethylenvlies PE | Phenolharz PF | Hartfaserplatte | Polycarbonat PC | Polyurethan PUR PIR | Faserzementplatte | Polyvinylchlorid PVC,0.549722 | 0.548436 | 0.528715 | 0.521790 | 0.519657 | 0.512542 | 0.510352 | 0.503509 | 0.500325 | 0.497462
google/embeddinggemma-300m,20,IfcBearing GUIDE Teflon,Polyethylen PE,Polyethylen PE,1,Blei,0.524536,7,False,0.000000,0.000000,1.000000,0.142857,0.333333,0.142857,1.000000,Blei | Gusseisen | Dichtungsbahn Polyolefin FPO | Hartfaserplatte | Dichtungsbahn Gummi EPDM | Faserzementplatte | Polyethylen PE | Dichtungsbahn bituminös | Silicon-Fugenmasse | Armierungsstahl,0.524536 | 0.523896 | 0.517396 | 0.489309 | 0.489278 | 0.476450 | 0.470827 | 0.466922 | 0.463943 | 0.460490
google/embeddinggemma-300m,21,IfcBearing POT S235JR,Stahlblech verzinkt,Stahlblech verzinkt,1,Gusseisen,0.488742,34,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gusseisen | Tiefbaubeton | Betonfertigteil normalfest | Furniersperrholz | Betonziegel | Phenolharz PF | Faserzementplatte | Brettsperrholz | Polyurethan PUR PIR | Blei,0.488742 | 0.433967 | 0.431837 | 0.431274 | 0.425822 | 0.423185 | 0.422590 | 0.418773 | 0.417069 | 0.415771
google/embeddinggemma-300m,22,IfcBearing POT Stahl,Stahlblech verzinkt,Stahlblech verzinkt,1,Armierungsstahl,0.637618,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Armierungsstahl | Stahlblech verzinkt | Chromstahlblech verzinnt | Gusseisen | Stahlblech blank | Chromnickelstahlblech verzinnt | Stahlprofil blank | Bohrpfahlbeton | Chromnickelstahlblech blank | Chromstahlblech blank,0.637618 | 0.615297 | 0.570874 | 0.545739 | 0.543553 | 0.543075 | 0.526314 | 0.511601 | 0.504675 | 0.500476
google/embeddinggemma-300m,23,IfcBearing ROCKER S235JR,Stahlblech verzinkt,Stahlblech verzinkt,1,Gusseisen,0.480931,33,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gusseisen | Backstein | Kalksandstein | Furniersperrholz | Betonziegel | Hartfaserplatte | Gipskartonplatte | Faserzementplatte | Kalksteinplatte | Brettsperrholz,0.480931 | 0.457275 | 0.447197 | 0.446554 | 0.442689 | 0.434107 | 0.432247 | 0.432114 | 0.429614 | 0.428996
google/embeddinggemma-300m,24,IfcBearing ROCKER Stahl,Stahlblech verzinkt,Stahlblech verzinkt,1,Stahlblech verzinkt,0.612179,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech verzinkt | Armierungsstahl | Stahlblech blank | Chromstahlblech verzinnt | Stahlprofil blank | Gusseisen | Chromnickelstahlblech verzinnt | Hartfaserplatte | Backstein | Kalksandstein,0.612179 | 0.591651 | 0.564867 | 0.541241 | 0.540923 | 0.540217 | 0.522824 | 0.504555 | 0.500730 | 0.498887
google/embeddinggemma-300m,25,IfcBearing ROLLER S235JR,Stahlblech verzinkt,Stahlblech verzinkt,1,Gusseisen,0.442137,27,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gusseisen | Furniersperrholz | Faserzementplatte | Betonziegel | Backstein | Rundkies | Baugrubensicherung Rühlwand auskragend | Polyurethan PUR PIR | Hartfaserplatte | Heissbitumen,0.442137 | 0.402650 | 0.400795 | 0.393531 | 0.385496 | 0.385031 | 0.383882 | 0.383532 | 0.383237 | 0.381507
google/embeddinggemma-300m,26,IfcBearing ROLLER Stahl,Stahlblech verzinkt,Stahlblech verzinkt,1,Stahlblech verzinkt,0.590082,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech verzinkt | Armierungsstahl | Chromstahlblech verzinnt | Stahlblech blank | Chromnickelstahlblech verzinnt | Gusseisen | Stahlprofil blank | Blei | Chromnickelstahlblech blank | Chromstahlblech blank,0.590082 | 0.576048 | 0.539009 | 0.535287 | 0.517340 | 0.516429 | 0.510268 | 0.485280 | 0.482861 | 0.473077
google/embeddinggemma-300m,27,IfcBearing SPHERICAL S235JR,Stahlblech verzinkt,Stahlblech verzinkt,1,Gusseisen,0.448532,19,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gusseisen | Faserzementplatte | Hartfaserplatte | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand gespriesst | Phenolharz PF | Brettschichtholz | Betonfertigteil normalfest | Bohrpfahlbeton | Furniersperrholz,0.448532 | 0.417497 | 0.413054 | 0.405955 | 0.405202 | 0.401883 | 0.398858 | 0.398110 | 0.397694 | 0.397231
google/embeddinggemma-300m,28,IfcBearing SPHERICAL Stahl,Stahlblech verzinkt,Stahlblech verzinkt,1,Armierungsstahl,0.630507,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Armierungsstahl | Stahlblech verzinkt | Stahlblech blank | Stahlprofil blank | Chromstahlblech verzinnt | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Hartfaserplatte | Gusseisen,0.630507 | 0.618373 | 0.577115 | 0.567309 | 0.566796 | 0.548474 | 0.526153 | 0.518875 | 0.517885 | 0.515880
google/embeddinggemma-300m,29,IfcCaissonFoundation CAISSON Beton,Tiefbaubeton | Bohrpfahlbeton,Tiefbaubeton | Bohrpfahlbeton,2,Tiefbaubeton,0.669911,1,True,1.000000,1.000000,1.000000,1.000000,0.919721,0.833333,1.000000,Tiefbaubeton | Hartbeton einschichtig | Bohrpfahlbeton | Magerbeton | Betonfertigteil hochfest | Betonfertigteil normalfest | Glasfaserbeton | Betonziegel | Tiefgründung Vorgefertigter Betonpfahl | Hartbeton zweischichtig,0.669911 | 0.645717 | 0.640129 | 0.636496 | 0.636354 | 0.632787 | 0.631938 | 0.613624 | 0.595242 | 0.589468
google/embeddinggemma-300m,30,IfcCaissonFoundation CAISSON Stahlbeton,Tiefbaubeton | Bohrpfahlbeton,Tiefbaubeton | Bohrpfahlbeton,2,Bohrpfahlbeton,0.642399,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Bohrpfahlbeton | Tiefbaubeton | Hartbeton einschichtig | Glasfaserbeton | Betonfertigteil hochfest | Magerbeton | Betonfertigteil normalfest | Hartbeton zweischichtig | Tiefgründung Vorgefertigter Betonpfahl | Betonziegel,0.642399 | 0.639058 | 0.634044 | 0.612928 | 0.610349 | 0.605429 | 0.603973 | 0.585284 | 0.577731 | 0.561673
google/embeddinggemma-300m,31,IfcCaissonFoundation WELL Beton,Tiefbaubeton | Bohrpfahlbeton,Tiefbaubeton | Bohrpfahlbeton,2,Tiefbaubeton,0.647410,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Bohrpfahlbeton | Betonfertigteil normalfest | Hartbeton einschichtig | Glasfaserbeton | Magerbeton | Betonfertigteil hochfest | Tiefgründung Vorgefertigter Betonpfahl | Betonziegel | Hartbeton zweischichtig,0.647410 | 0.619859 | 0.617326 | 0.613507 | 0.609757 | 0.609539 | 0.607470 | 0.584805 | 0.584618 | 0.559100
google/embeddinggemma-300m,32,IfcCaissonFoundation WELL Stahlbeton,Tiefbaubeton | Bohrpfahlbeton,Tiefbaubeton | Bohrpfahlbeton,2,Bohrpfahlbeton,0.618751,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Bohrpfahlbeton | Tiefbaubeton | Hartbeton einschichtig | Glasfaserbeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Magerbeton | Tiefgründung Vorgefertigter Betonpfahl | Hartbeton zweischichtig | Betonziegel,0.618751 | 0.610051 | 0.596291 | 0.591214 | 0.583498 | 0.577646 | 0.577208 | 0.566731 | 0.551287 | 0.540943
google/embeddinggemma-300m,33,IfcColumn COLUMN Beton,Tiefbaubeton,Tiefbaubeton,1,Bohrpfahlbeton,0.612160,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,Bohrpfahlbeton | Hartbeton einschichtig | Tiefbaubeton | Betonziegel | Betonfertigteil normalfest | Glasfaserbeton | Magerbeton | Betonfertigteil hochfest | Hartbeton zweischichtig | Tiefgründung Vorgefertigter Betonpfahl,0.612160 | 0.591983 | 0.586395 | 0.580290 | 0.573856 | 0.573302 | 0.568423 | 0.566904 | 0.546636 | 0.525193
google/embeddinggemma-300m,34,IfcColumn COLUMN Stahlbeton,Tiefbaubeton,Tiefbaubeton,1,Bohrpfahlbeton,0.586128,4,False,0.000000,1.000000,1.000000,0.250000,0.430677,0.250000,1.000000,Bohrpfahlbeton | Hartbeton einschichtig | Glasfaserbeton | Tiefbaubeton | Betonfertigteil normalfest | Betonziegel | Hartbeton zweischichtig | Magerbeton | Betonfertigteil hochfest | Stahlblech verzinkt,0.586128 | 0.550551 | 0.540700 | 0.536021 | 0.526268 | 0.522672 | 0.521342 | 0.517173 | 0.510951 | 0.499733
google/embeddinggemma-300m,35,IfcColumn COLUMN S235JR,Stahlprofil blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech verzinkt,2,Gusseisen,0.403866,30,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gusseisen | Baugrubensicherung Spundwand auskragend | Furniersperrholz | Tiefbaubeton | Baugrubensicherung Bohrpfahlwand gespriesst | Brettschichtholz | Balkenschichtholz | Tiefgründung Rüttelstopfsäule | Faserzementplatte | Betonfertigteil normalfest,0.403866 | 0.387655 | 0.374436 | 0.372424 | 0.370162 | 0.366689 | 0.363668 | 0.363117 | 0.361608 | 0.360313
google/embeddinggemma-300m,36,IfcColumn PIERSTEM Beton,Tiefbaubeton,Tiefbaubeton,1,Bohrpfahlbeton,0.628707,4,False,0.000000,1.000000,1.000000,0.250000,0.430677,0.250000,1.000000,Bohrpfahlbeton | Betonziegel | Hartbeton einschichtig | Tiefbaubeton | Betonfertigteil hochfest | Betonfertigteil normalfest | Glasfaserbeton | Magerbeton | Hartbeton zweischichtig | Tiefgründung Vorgefertigter Betonpfahl,0.628707 | 0.597941 | 0.592826 | 0.592577 | 0.590589 | 0.588396 | 0.588208 | 0.582034 | 0.555698 | 0.525250
google/embeddinggemma-300m,37,IfcColumn PIERSTEM Stahlbeton,Tiefbaubeton,Tiefbaubeton,1,Bohrpfahlbeton,0.612036,4,False,0.000000,1.000000,1.000000,0.250000,0.430677,0.250000,1.000000,Bohrpfahlbeton | Glasfaserbeton | Hartbeton einschichtig | Tiefbaubeton | Betonziegel | Hartbeton zweischichtig | Betonfertigteil normalfest | Betonfertigteil hochfest | Magerbeton | Stahlblech verzinkt,0.612036 | 0.561644 | 0.555944 | 0.549084 | 0.546048 | 0.538749 | 0.532678 | 0.529839 | 0.528701 | 0.502495
google/embeddinggemma-300m,38,IfcColumn PIERSTEM S235JR,Stahlprofil blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech verzinkt,2,Gusseisen,0.449263,34,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gusseisen | Polyurethan PUR PIR | Furniersperrholz | Brettschichtholz | Baugrubensicherung Bohrpfahlwand gespriesst | Balkenschichtholz | Tiefbaubeton | Faserzementplatte | Brettsperrholz | Gipskartonplatte,0.449263 | 0.436363 | 0.420342 | 0.406895 | 0.404663 | 0.403822 | 0.402468 | 0.398055 | 0.395596 | 0.390305
google/embeddinggemma-300m,39,IfcColumn PIERSTEM_SEGMENT Beton,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil hochfest,0.618199,8,False,0.000000,0.000000,1.000000,0.125000,0.315465,0.125000,1.000000,Betonfertigteil hochfest | Bohrpfahlbeton | Betonfertigteil normalfest | Hartbeton einschichtig | Magerbeton | Glasfaserbeton | Betonziegel | Tiefbaubeton | Hartbeton zweischichtig | Kunststeinplatte zementgebunden,0.618199 | 0.615239 | 0.602759 | 0.596511 | 0.584653 | 0.584469 | 0.584288 | 0.571447 | 0.565410 | 0.534639
google/embeddinggemma-300m,40,IfcColumn PIERSTEM_SEGMENT Stahlbeton,Tiefbaubeton,Tiefbaubeton,1,Bohrpfahlbeton,0.604666,9,False,0.000000,0.000000,1.000000,0.111111,0.301030,0.111111,1.000000,Bohrpfahlbeton | Hartbeton einschichtig | Betonfertigteil hochfest | Glasfaserbeton | Betonfertigteil normalfest | Hartbeton zweischichtig | Magerbeton | Betonziegel | Tiefbaubeton | Faserzementplatte,0.604666 | 0.575974 | 0.573076 | 0.565788 | 0.564690 | 0.554185 | 0.545941 | 0.537570 | 0.535877 | 0.501747
google/embeddinggemma-300m,41,IfcColumn PIERSTEM_SEGMENT S235JR,Stahlprofil blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech verzinkt,2,Gusseisen,0.407139,48,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gusseisen | Furniersperrholz | Baugrubensicherung Spundwand auskragend | Balkenschichtholz | Faserzementplatte | Baugrubensicherung Bohrpfahlwand gespriesst | Polyurethan PUR PIR | Brettschichtholz | Gipskartonplatte | Betonfertigteil normalfest,0.407139 | 0.396777 | 0.379682 | 0.377983 | 0.377913 | 0.377339 | 0.374520 | 0.371253 | 0.366262 | 0.365571
google/embeddinggemma-300m,42,IfcColumn PILASTER Beton,Tiefbaubeton,Tiefbaubeton,1,Bohrpfahlbeton,0.615244,4,False,0.000000,1.000000,1.000000,0.250000,0.430677,0.250000,1.000000,Bohrpfahlbeton | Betonziegel | Glasfaserbeton | Tiefbaubeton | Magerbeton | Hartbeton einschichtig | Betonfertigteil normalfest | Betonfertigteil hochfest | Hartbeton zweischichtig | Tiefgründung Vorgefertigter Betonpfahl,0.615244 | 0.585106 | 0.579295 | 0.574100 | 0.572901 | 0.572856 | 0.556586 | 0.548074 | 0.525346 | 0.503808
google/embeddinggemma-300m,43,IfcColumn PILASTER Stahlbeton,Tiefbaubeton,Tiefbaubeton,1,Bohrpfahlbeton,0.617484,6,False,0.000000,0.000000,1.000000,0.166667,0.356207,0.166667,1.000000,Bohrpfahlbeton | Glasfaserbeton | Hartbeton einschichtig | Betonziegel | Magerbeton | Tiefbaubeton | Betonfertigteil normalfest | Hartbeton zweischichtig | Betonfertigteil hochfest | Stahlblech verzinkt,0.617484 | 0.568153 | 0.564680 | 0.551860 | 0.544811 | 0.543342 | 0.532821 | 0.524002 | 0.517396 | 0.502531
google/embeddinggemma-300m,44,IfcColumn PILASTER S235JR,Stahlprofil blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech verzinkt,2,Gusseisen,0.465192,34,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gusseisen | Furniersperrholz | Backstein | Polyurethan PUR PIR | Balkenschichtholz | Faserzementplatte | Gipskartonplatte | Tiefbaubeton | Baugrubensicherung Bohrpfahlwand gespriesst | Brettschichtholz,0.465192 | 0.416064 | 0.408610 | 0.407872 | 0.405857 | 0.405832 | 0.403323 | 0.401496 | 0.400968 | 0.398959
google/embeddinggemma-300m,45,IfcColumn STANDCOLUMN Beton,Tiefbaubeton,Tiefbaubeton,1,Betonfertigteil normalfest,0.610231,5,False,0.000000,1.000000,1.000000,0.200000,0.386853,0.200000,1.000000,Betonfertigteil normalfest | Bohrpfahlbeton | Betonfertigteil hochfest | Hartbeton einschichtig | Tiefbaubeton | Betonziegel | Glasfaserbeton | Magerbeton | Hartbeton zweischichtig | Tiefgründung Vorgefertigter Betonpfahl,0.610231 | 0.598209 | 0.594233 | 0.587302 | 0.575470 | 0.567010 | 0.561540 | 0.555160 | 0.552927 | 0.521431
